CODI FARMACIA,NOM FARMACIA,CODI ABS,NOM ABS,CODI MUNICIPI,NOM MUNICIPI,CODI POSTAL,TIPUS VIA,NOM VIA,NUMERO VIA
F08015102,"FORCADA LLAMUSI, MARIA NEUS",035,BARCELONA 3-D,08019,BARCELONA,08014,PG,ANDALUSIA,14
F08015110,"HERNANDEZ CIVIT, M ASSUMPCIO",374,SANT VICENÇ DELS HORTS-1,08289,TORRELLES DE LLOBREGAT,08629,CR,MAJOR,14
F08015127,"CERVERA BECH, ISABEL",023,BARCELONA 2-C,08019,BARCELONA,08036,CR,URGELL,241
F08015134,"GOMEZ ORTIZ, SANTIAGO",368,SANTA COLOMA DE GRAMENET 6,08245,SANTA COLOMA DE GRAMENET,08923,CR,RELLOTGE,60
F08015141,"RIERA RIVIERE,ISABEL/MONICA",389,SANT CUGAT DEL VALLÈS-2,08205,SANT CUGAT DEL VALLÈS,08172,CR,DR MURILLO,1
F08015159,"MOCELLIN, MARCO",395,BARCELONA 9-H,08019,BARCELONA,08030,CR,SEGRE,100
F08015173,"MAYOR MARTINEZ, MONICA",146,MANRESA 2,08113,MANRESA,08242,CR,CARRASCO I FORMIGUERA,25
F08015180,"GRANES-CAMARENA ESTRUCH, LAURA",349,MOLLET DEL VALLÈS-2 OEST,08124,MOLLET DEL VALLÈS,08100,CR,MIGUEL DE CERVANTES,29
F08015198,"PUJADAS COSCOLLA, FERRAN",073,BARCELONA 10-C,08019,BARCELONA,08019,AV,DIAGONAL,32
F08015208,"GARCIA BROSA, CLARA",044,BARCELONA 5-C,08019,BARCELONA,08017,CR,ESCOLES PIES,23
F08015215,"GENTO SENALLE, MARTA",042,BARCELONA 5-A,08019,BARCELONA,08006,VI,AUGUSTA,49-51
F08015222,"ROSÉS FERNÁNDEZ, M. ELENA",204,SANT BOI DE LLOBREGAT 3,08200,SANT BOI DE LLOBREGAT,08830,GR,CAMPS BLANCS,17-19
F08015230,"PUJOL TRUÑO,J/PUJOL ITURRALDE,B/PUJOL ITURRALDE,M",280,BADALONA 9,08015,BADALONA,08917,CR,LEPANT,8
F08015247,"SAN MARTIN PELAEZ, MARIA MONTSERRAT",051,BARCELONA 7-A,08019,BARCELONA,08041,CR,BRUSEL.LES,43
F08015254,"SOLER SEGON, CONCEPCION",299,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),08101,L'HOSPITALET DE LLOBREGAT,08907,CR,PRAT,1
F08015261,"PARAROLS VALLDAURA, CRISTINA",049,BARCELONA 6-C,08019,BARCELONA,08024,AV,COLL DEL PORTELL,55
F08015279,"FERICHE NEDDERMANN, CARLOS JOSE",070,BARCELONA 9-F,08019,BARCELONA,08033,CR,MARE DE DEU DE LORDA,57
F08015286,"MILA PRÜNTE, EVA",182,EL PRAT DE LLOBREGAT 1,08169,EL PRAT DE LLOBREGAT,08820,AV,VERGE DE MONTSERRAT,45
F08015293,"RUBIO GAMARRO, ESTHER",050,BARCELONA 6-D,08019,BARCELONA,08023,CR,BEAT ALMATO,20
F08015303,"BELTRAN COSTA, NURIA",110,CORNELLÀ DE LLOBREGAT 3,08073,CORNELLÀ DE LLOBREGAT,08940,AV,DEL PARC,27
F08015310,"LAGUNA TISAIRE, DAVID",380,VILANOVA I LA GELTRÚ 3,08307,VILANOVA I LA GELTRÚ,08800,AV,PENEDES,22
F08015328,"CORONA POL,ROSA/SUBIRANA CORONA,CARME",157,MATARÓ 6,08121,MATARÓ,08304,PS,RAMON BERENGUER III,75
F08015335,"TERRICABRAS FELIUS, BERTA/VILELLA TERRICABRAS, ELENA",351,VIC-2 SUD,08298,VIC,08500,CR,DEL DOCTOR CANDI BAYES,60
F08015342,"MIER MARTI, DAVID/CARRASCAL RIERA, GEMMA",,,08019,BARCELONA,08016,CR,BOADA,26
F08015350,FALGUERAS CASADEMUNT/ESPINA ORDEIX,144,MANLLEU,08112,MANLLEU,08560,AV,ROMA,200
F08015367,"PALACIOS ALCOVERRO, JOAQUIM",223,SANTA COLOMA DE GRAMENET 2,08245,SANTA COLOMA DE GRAMENET,08921,CR,FLORENCIA,45
F08015374,"PEREZ RIERA, M.TERESA",392,POLINYÀ-SENTMENAT,08167,POLINYÀ,08213,CR,CADI,6
F08015381,"MIR SOLER, JOAQUIM",325,PINEDA,08163,PINEDA DE MAR,08397,AV,HISPANITAT,27
F08015399,"BENITO SOLANES, JOSEP M",078,BARCELONA 10-H,08019,BARCELONA,08020,CR,PUIGCERDA,292
F08015409,"CASAS RUIZ, CARLOS.",309,RUBÍ 1,08184,RUBÍ,08191,CT,SABADELL,95
F08015416,"PEREZ URPINA, M.DOLORS",202,SANT BOI DE LLOBREGAT 1,08200,SANT BOI DE LLOBREGAT,08830,CR,ANTONI GAUDI,61
F08015423,"HERREROS HERRERO, M.CRISTINA",374,SANT VICENÇ DELS HORTS-1,08263,SANT VICENÇ DELS HORTS,08620,CR,MOSSEN JACINT VERDAGUER,232
F08015448,"MIRALLES VIA, MONTSERRAT",149,MARTORELL,08114,MARTORELL,08760,AV,GERMANS MARTI,25
F08015455,"ARANALDE FORTO, MONTSERRAT",215,SANT JOAN DE VILATORRADA,08218,SANT JOAN DE VILATORRADA,08250,CR,MANRESA,37
F08015462,"SAÑES BALCELLS, M.CARME/PEREZ SAÑES,MIRIAM",155,MATARÓ 4,08121,MATARÓ,08304,CR,CREU ROJA,3
F08015470,"IGLESIAS BERGADA, MERCE",067,BARCELONA 9-C,08019,BARCELONA,08041,CR,SANT ANTONI MARIA CLARET,277
F08015487,"NEBOT CASTELLS, MARIA CARME",341,BADALONA 7A,08015,BADALONA,08913,AV,DOCTOR BASSOLS,125
F08015494,"CASAS SANCHEZ, JORGE",183,EL PRAT DE LLOBREGAT 2,08169,EL PRAT DE LLOBREGAT,08820,AV,ONZE DE SETEMBRE,185
F08015504,"PERMANYER FABREGAS, JUAN JAVIER",116,ESPLUGUES DE LLOBREGAT 1,08077,ESPLUGUES DE LLOBREGAT,08950,CR,DE LA PAU,1
F08015511,RODRIGUEZ ALBACETE/RUIZ FERNANDEZ,065,BARCELONA 9-A,08019,BARCELONA,08027,CR,CIUTAT D'ELX,11
F08015529,"CHERTA CHALMETA, SILVIA/CHERTA CHALMETA, HÉCTOR",365,CASTELLDEFELS-1,08056,CASTELLDEFELS,08860,CR,ARCADI BALAGUER,67
F08015536,"FONTCUBERTA TREPAT, MARTA",164,MONTORNÈS / MONTMELÓ,08136,MONTORNÈS DEL VALLÈS,08170,AV,ONZE DE SETEMBRE,7
F08015543,"NAJAR MARTON, JOAN",054,BARCELONA 7-D,08019,BARCELONA,08032,CR,ALT DE PEDRELL,58
F08015550,"BOIX MARTINEZ, MARIA",279,BADALONA 8,08015,BADALONA,08917,AV,CATALUNYA,60-62
F08015568,ROCA MIR/CRESPO ROCA,271,VILASSAR DE MAR,08219,VILASSAR DE MAR,08340,AV,MONTEVIDEO,154-156
F08015575,"CASTILLO SANCHEZ, ESTHER",111,CORNELLÀ DE LLOBREGAT 4,08073,CORNELLÀ DE LLOBREGAT,08940,CR,FELIU I CODINA,26
F08015582,"CABRE ALCOVERRO, GLORIA",331,BARCELONA 10-J,08019,BARCELONA,08020,CR,ANDRADE,224
F08015590,PALAU-RIBES /ADSARA,277,BADALONA 6,08015,BADALONA,08913,AV,MARQUES DE SANT MORI,127
F08015600,"TERRE HERNANDEZ, IMMACULADA",395,BARCELONA 9-H,08019,BARCELONA,08030,CR,CAMIL I FABRA,5
F08015617,"MARÍA CARRÉ, JOSÉ",,,08019,BARCELONA,08042,CR,ARTESANIA,102
F08015624,"SUGRAÑES BALLBÉ, JUDIT",250,TERRASSA D,08279,TERRASSA,08224,CT,MARTORELL,102
F08015631,"HERNANDEZ FERNANDEZ, BLASA JOSE",294,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,08101,L'HOSPITALET DE LLOBREGAT,08905,CR,FONT,18
F08015649,"ESPUÑES VENDRELL, MIGUEL/GONZALEZ BARBOSA, MARIA ANTONIA",056,BARCELONA 7-F,08019,BARCELONA,08031,CR,PORRERA,21
F08015656,"MONTAÑES BONCOMPTE, JOAN",214,SANT JOAN DESPÍ 2,08217,SANT JOAN DESPÍ,08970,CR,JOHN F. KENNEDY,1
F08015663,"OJEDA ASTRÚA, LUCÍA M.",041,BARCELONA 4-C,08019,BARCELONA,08028,CR,CARDENAL REIG,22
F08015670,"DOMENECH SAGUE, ISABEL",194,SABADELL 3B,08187,SABADELL,08207,PL,LLIVIA,1
F08015688,"PEÑA HAITZ, ISABEL",276,BADALONA 5,08015,BADALONA,08918,AV,MARQUES DE MONTROIG,207
F08015695,"CANICIO BARDOLET, JUDITH",254,VALL DEL GES,08285,TORELLÓ,08570,CR,CANIGO,72
F08015705,"FABREGAT HUESA, ANGELA",311,SANT ADRIÀ DEL BESÒS 1,08194,SANT ADRIÀ DE BESÒS,08930,CR,PI I GIBERT,66-68
F08015712,"GUARDIA PASCUAL, DIDAC",069,BARCELONA 9-E,08019,BARCELONA,08030,CR,ESTADELLA,27
F08015720,"LLOBERAS ALSINA, ANNA",065,BARCELONA 9-A,08019,BARCELONA,08027,CR,HONDURES,63
F08015737,"MALASPINA CASULLERAS, ANNA",017,BARCELONA 1-B,08019,BARCELONA,08018,CR,ROGER DE FLOR,9 BIS
F08015744,"ROVIRA LAGÜERA, CELIA",104,CERDANYOLA DEL VALLÈS 1,08266,CERDANYOLA DEL VALLÈS,08290,PS,CORDELLES,64
F08015751,"PICORNELL SABATGE, AINA.",152,MATARÓ 1,08121,MATARÓ,08301,AV,JAUME RECODER,62-64
F08015769,"BOFARULL VILASECA, ANNA M.",280,BADALONA 9,08015,BADALONA,08917,CR,SICILIA,96
F08015776,"GAYA MONTSERRAT, MERCE",044,BARCELONA 5-C,08019,BARCELONA,08021,CR,GANDUXER,5
F08015783,"VALLS RELATS, GEMMA",383,BARCELONA 3-H,08019,BARCELONA,08038,CT,PRAT,30 BIS
F08015790,"RIGAU LLOVERAS, NURIA",079,BARCELONA 10-I,08019,BARCELONA,08020,CR,BINEFAR,6
F08015800,"MATA VENTURA, M. VICTORIA",385,BARCELONA 8J,08019,BARCELONA,08031,CR,SANT ISCLE,21
F08015818,"BOIX MARTINEZ, DOMINGO/MONTES JARONES, JOSE M.",224,SANTA COLOMA DE GRAMENET 3,08245,SANTA COLOMA DE GRAMENET,08924,PG,CARALT,22
F08015825,"VILLANUEVA PUIG, M.PILAR",045,BARCELONA 5-D,08019,BARCELONA,08034,CR,SAGRAT COR,8
F08015832,"CORRAL BOSCH, M. IMMACULADA/CASTRESANA HERNANDEZ, RAQUEL",063,BARCELONA 8-G,08019,BARCELONA,08042,CR,MINA DE LA CIUTAT,91
F08015840,"CUARTERO CUARTERO, FERRAN",110,CORNELLÀ DE LLOBREGAT 3,08073,CORNELLÀ DE LLOBREGAT,08940,CR,BONESTAR,7
F08015857,"GALI MANSANET, CARLES",109,CORNELLÀ DE LLOBREGAT 2,08073,CORNELLÀ DE LLOBREGAT,08940,CR,LA SEGARRA,2
F08015864,"VIVAS BALLABRIGA, JOAN",090,CALELLA,08035,CALELLA,08370,CR,JOVARA,11
F08015871,"TOBALINA FERNÁNDEZ DE CASADEVANTE, MARTA",036,BARCELONA 3-E,08019,BARCELONA,08028,CR,PUIG I VALLS,29
F08015889,"BUSQUETS RECASENS, M.TERESA",073,BARCELONA 10-C,08019,BARCELONA,08019,AV,DIAGONAL,68
F08015896,"VILAPLANA BATALLA, MONTSERRAT",021,BARCELONA 2-A,08019,BARCELONA,08015,CR,ROCAFORT,49
F08015906,"GARCIA COMA, XAVIER",073,BARCELONA 10-C,08019,BARCELONA,08020,CR,BAC DE RODA,168
F08015913,"BUIL ALCARAZ, ALFREDO JOSE",022,BARCELONA 2-B,08019,BARCELONA,08015,CR,VILAMARI,106
F08015920,"PARDO GARCIA, TINO",055,BARCELONA 7-E,08019,BARCELONA,08035,CR,BERRUGUETE,56
F08015945,"ROBERT ESTERLICH,EULALIA.",383,BARCELONA 3-H,08019,BARCELONA,08038,CR,MINERIA,12
F08015952,"LEON ZAMORANO, JORGE/LEON ZAMORANO, MAYTE",040,BARCELONA 4-B,08019,BARCELONA,08028,CR,POBLA DE LILLET,20
F08015960,"CARBO PALLARES,JULI-FRANCESC",055,BARCELONA 7-E,08019,BARCELONA,08035,CR,ARENYS,25
F08015977,"PUERTO VERA, EVA",397,VILAFRANCA DEL PENEDÈS 1,08305,VILAFRANCA DEL PENEDÈS,08720,CR,AMALIA SOLER,126-130
F08015984,"ROSET ESTIVILL, ANTONI",128,BAIX BERGUEDÀ,08049,CASSERRES,08693,CR,BISBE COMELLAS,63
F08015991,"MARTINEZ CORBACHO, PABLO",365,CASTELLDEFELS-1,08056,CASTELLDEFELS,08860,CR,VIRIATO,2
F08016000,"ALVAREZ PEREIRO, EDUARD J.",198,SABADELL 7,08187,SABADELL,08202,CR,PASTERAL,9
F08016018,"CAPDEVILA BASSOLS, ANNA MA.",191,SABADELL 1B,08187,SABADELL,08203,CR,SOL I PADRIS,116
F08016025,"XALABARDER SAGALES, ELISABET",285,GRANOLLERS 2 - NORD,08086,LES FRANQUESES DEL VALLÈS,08520,PL,ESPANYA,19
F08016032,"VALSECCHI COMA, GLORIA",,,08019,BARCELONA,08016,CR,GARROFERS,52
F08016040,"MARTIN SANCHEZ, FERNANDO",108,CORNELLÀ DE LLOBREGAT 1,08073,CORNELLÀ DE LLOBREGAT,08940,CR,MENENDEZ PELAYO,6
F08016057,"VECIANA BORRAS, M.CONCEPCIO",048,BARCELONA 6-B,08019,BARCELONA,08012,CR,TORRENT D'EN VIDALET,35
F08016064,"MASAGUE RAMONELL, ANNA",028,BARCELONA 2-H,08019,BARCELONA,08013,CR,ROGER DE FLOR,87
F08016071,"SANCHEZ PEÑA, LUIS",116,ESPLUGUES DE LLOBREGAT 1,08077,ESPLUGUES DE LLOBREGAT,08950,CR,VERGE DE LA MERCE,42
F08016096,"MARTÍN HERRERO, CRISTINA",210,SANT FELIU DE LLOBREGAT 2,08211,SANT FELIU DE LLOBREGAT,08980,CR,GENERAL MANSO,50-52
F08016106,"MARTI MAS, CARME",289,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,08101,L'HOSPITALET DE LLOBREGAT,08901,AV,JOSEP TARRADELLAS,107
F08016113,"CARRERAS BARROBES, M.CARME/QUINTILLA PATIÑO, ANNA",108,CORNELLÀ DE LLOBREGAT 1,08073,CORNELLÀ DE LLOBREGAT,08940,CT,SANT JOAN DESPI,84
F08016120,"FIOL BELART, JOSEP",039,BARCELONA 4-A,08019,BARCELONA,08029,CR,NUMANCIA,84
F08016138,"DE LEON GONZALEZ, ANA MARIA",022,BARCELONA 2-B,08019,BARCELONA,08015,CR,LLANÇA,35
F08016145,"SORIANO SANTIGOSA, NURIA",225,SANTA COLOMA DE GRAMENET 4,08245,SANTA COLOMA DE GRAMENET,08921,AV,FRANCESC MACIA,29
F08016152,"LÓPEZ ROSÉS, GEORGINA.",079,BARCELONA 10-I,08019,BARCELONA,08020,CR,GRAN VIA DE LES CORTS CATALANES,1179-1181
F08016160,"TARRES TORRAS, ANTONI",299,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),08101,L'HOSPITALET DE LLOBREGAT,08907,AV,D'EUROPA,129
F08016177,"SALAYET POMPIDO,NURIA",315,VALL DEL TENES,08248,SANTA EULÀLIA DE RONÇANA,08187,CT,BARCELONA,S/N
F08016184,"IZA MARCO, ANA",063,BARCELONA 8-G,08019,BARCELONA,08042,CR,LES TORRES,58
F08016191,"CUBA VILLAFUERTE, M.ELENA (HEREUS).",311,SANT ADRIÀ DEL BESÒS 1,08194,SANT ADRIÀ DE BESÒS,08930,AV,DE LA PLATJA,82
F08016201,"UBEDA GALINDO, MIQUEL ISIDRE",296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,08101,L'HOSPITALET DE LLOBREGAT,08906,AV,ELECTRICITAT,8
F08016219,"TORRUELLA CASELLAS, ENRIC",143,MALGRAT DE MAR,08110,MALGRAT DE MAR,08380,CR,GIRONA,32
F08016226,"PAREJA COZCOLLUELA, JOSEP MANEL",190,SABADELL 1A,08187,SABADELL,08201,RD,ZAMENHOFF,145
F08016233,"PERELLO POL, M.ROSA",320,BARBERÀ DEL VALLÈS,08252,BARBERÀ DEL VALLÈS,08210,CR,ANSELM CLAVE,8
F08016240,"BORRAS URTUBIA, TERESA",345,SABADELL 4-B,08187,SABADELL,08206,CR,TACIT,1
F08016258,"SANJUAN PIÑOL, ROSER",203,SANT BOI DE LLOBREGAT 2,08200,SANT BOI DE LLOBREGAT,08830,CR,FREDERIC MOMPOU,13-15
F08016265,"TORO SERRANO, MARC",309,RUBÍ 1,08184,RUBÍ,08191,CR,NOSTRA SENYORA DE LOURDES,35
F08016272,"AUGE LIDON, MA ASSUMPCIO",040,BARCELONA 4-B,08019,BARCELONA,08028,GV,CARLES III,58-60
F08016280,"LOPEZ CLAVERIA,M.CONCEPCIO/SERRA LOPEZ,MIREIA/SERRA LOPEZ ELENA MARIA",251,TERRASSA E,08279,TERRASSA,08225,CT,DE RELLINARS,298-300
F08016297,"NAVARRO SALA, TERESA",131,ANOIA RURAL,08143,ÒDENA,08711,AV,MANRESA,102
F08016307,"RINCON PIE, ANNA",387,RIPOLLET-2,08180,RIPOLLET,08291,CR,MAGALLANES,4
F08016314,"FONT SANAHUJA, CONCEPCIO/PUIGGROS FONT,ANNA",337,CAPELLADES,08292,VALLBONA D'ANOIA,08785,CR,MAJOR,84
F08016321,"ROSSELLÓ BUSQUET, ANA",358,BARCELONA 6-E,08019,BARCELONA,08024,CR,SANT JOSEP DE LA MUNTANYA,6
F08016339,"SALOM COLL, JAUME",216,SANT JUST DESVERN,08221,SANT JUST DESVERN,08960,CR,TUDONA,3
F08016346,"BAÑERES MERINERO, CAROLINA MARIA",055,BARCELONA 7-E,08019,BARCELONA,08035,CR,IDUMEA,14
F08016353,"SUAREZ SANZ, SUSANA",056,BARCELONA 7-F,08019,BARCELONA,08031,CR,CARTELLA,192
F08016360,"ESPLUGAS GRAU, MARIA JOSEP",315,VALL DEL TENES,08108,LLIÇÀ DE VALL,08185,PL,DE LA VILA,15
F08016378,"CONSTANSÓ VILASECA, M. DEL CARME",377,RODA DE TER,08254,L'ESQUIROL,08511,CR,MAJOR,71-73
F08016385,"CALDUCH BARNEDA, JOAQUIM",396,BARCELONA 9-I,08019,BARCELONA,08030,CR,JOAN TORRES,21-23
F08016392,"ANDRES CARBO, NURIA",111,CORNELLÀ DE LLOBREGAT 4,08073,CORNELLÀ DE LLOBREGAT,08940,CR,DOCTOR FERRAN,40
F08016410,"PALOMO PEIRO, CARME",063,BARCELONA 8-G,08019,BARCELONA,08042,CR,ARTESANIA,148
F08016427,"TORRENTS GRAU, GLORIA",030,BARCELONA 2-J,08019,BARCELONA,08013,CR,ROGER DE FLOR,166
F08016434,"VELA RUIZ, M. JESUS",224,SANTA COLOMA DE GRAMENET 3,08245,SANTA COLOMA DE GRAMENET,08924,AV,CATALUNYA,33
F08016441,"TOTOSAUS ARRIBAS, M.DEL PILAR",295,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,08101,L'HOSPITALET DE LLOBREGAT,08905,CR,ALEGRIA,50
F08016459,"BUENO PAU, MARTA",251,TERRASSA E,08279,TERRASSA,08225,CR,ALEXANDRE GALI,34
F08016466,GARRIDO RODRIGUEZ/GARRIDO RODRIGUEZ,031,BARCELONA 2-K,08019,BARCELONA,08025,CR,ROSSELLO,462
F08016473,"MORATALLA NOHALES, YOLANDA",053,BARCELONA 7-C,08019,BARCELONA,08032,CR,QUEIXANS,4
F08016480,"MARCE DEL CANTO, M.BEGOÑA",360,MARTORELL RURAL,08208,SANT ESTEVE SESROVIRES,08635,CR,SERAFI JULIA,36
F08016498,"MOLINS ROCA, FRANCESC",296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,08101,L'HOSPITALET DE LLOBREGAT,08906,AV,SEVERO OCHOA,99
F08016508,"ORTIZ DE SARACHO MATA, SOFIA",054,BARCELONA 7-D,08019,BARCELONA,08032,CR,MONTSERRAT DE CASANOVAS,14
F08016515,"SORO MAS, MA. TERESA",032,BARCELONA 3-A,08019,BARCELONA,08004,PS,MONTJUIC,36
F08016522,"GUILLEN RELAT, JAUME",230,SANTA PERPÈTUA DE LA MOGODA,08260,SANTA PERPÈTUA DE MOGODA,08130,AV,BARCELONA,2
F08016530,"SANCHEZ DARDIÑA, ANNA MARIA",110,CORNELLÀ DE LLOBREGAT 3,08073,CORNELLÀ DE LLOBREGAT,08940,AV,BONESTAR,39
F08016547,"AGUAR TORAN, MARIANO",055,BARCELONA 7-E,08019,BARCELONA,08035,CR,HARMONIA,31
F08016554,"HERNANDEZ CALVET, JORDI",201,SANT ANDREU DE LA BARCA,08196,SANT ANDREU DE LA BARCA,08740,CR,VALLPALAU,5
F08016561,"VILELA RODRIGUEZ, DELFINA",218,SANT SADURNÍ D'ANOIA,08240,SANT SADURNÍ D'ANOIA,08770,CR,TARRAGONA,34
F08016579,"FALCO PLANAS, EVA",032,BARCELONA 3-A,08019,BARCELONA,08004,CR,ALBAREDA,6-8
F08016586,"BRAVO SAMANIEGO, MARIA",036,BARCELONA 3-E,08019,BARCELONA,08028,CR,ESTERAS,28
F08016593,"SYKULER, MARCELO",403,BARCELONA 8-L,08019,BARCELONA,08042,CR,ARTESANIA,64
F08016603,"GRAS BALAGUER, M MONICA",038,BARCELONA 3-G,08019,BARCELONA,08028,CR,VIOLANT D'HONGRIA,60
F08016610,"MARTINEZ FOLCH, GONZALO",327,BARCELONA 8-I,08019,BARCELONA,08016,CR,TISSO,4
F08016628,"LOPEZ PAZ, SYLVIA CRISTINA",122,GAVÀ 1,08089,GAVÀ,08850,AV,ERAMPRUNYÀ,17
F08016635,"CUBA OROSA, Mª NIEVES.",154,MATARÓ 3,08121,MATARÓ,08301,RD,ALFONS X EL SAVI,143
F08016642,"NOGUERIA CAMPOS, M. ELENA",226,SANTA COLOMA DE GRAMENET 5,08245,SANTA COLOMA DE GRAMENET,08923,AV,GENERALITAT,226
F08016650,"BERGA VILLANUEVA, ENCARNACIO",383,BARCELONA 3-H,08019,BARCELONA,08038,CR,GAIA,2
F08016667,"SAN SEGUNDO BLAZQUEZ, SERGIO",034,BARCELONA 3-C,08019,BARCELONA,08004,CR,MERCABARNA,S/N
F08016674,"BADIA SALA,M. ASSUMPCIÓ / VILA BADIA,TERESA",167,NAVÀS/BALSARENY,08141,NAVÀS,08670,CT,BERGA,24
F08016681,"ARBAT BUGIE, LLUÏSA.",374,SANT VICENÇ DELS HORTS-1,08263,SANT VICENÇ DELS HORTS,08620,CR,MESTRE PEREZ MOYA,2-6
F08016709,"SOLER CUYAS, GUILLERMO",047,BARCELONA 6-A,08019,BARCELONA,08025,CR,SANT ANTONI MARIA CLARET,57
F08016716,"RENEDO PALOMERO, SILVIA",327,BARCELONA 8-I,08019,BARCELONA,08016,CR,DE PABLO IGLESIAS,112
F08016723,"MEZQUITA PIPIO, VICENÇ",079,BARCELONA 10-I,08019,BARCELONA,08020,CR,SANTANDER,28
F08016730,"FABIAN GARCIA, MARIA MERCEDES",202,SANT BOI DE LLOBREGAT 1,08200,SANT BOI DE LLOBREGAT,08830,RD,SANT RAMON,57
F08016748,"MERINERO CABESTANY, P.CAROLINA",384,CERDANYOLA-RIPOLLET,08180,RIPOLLET,08291,CT,BARCELONA,130
F08016755,"CAMPOS GARCIA, TERESA",040,BARCELONA 4-B,08019,BARCELONA,08034,CR,NUMANCIA,185
F08016762,"PIMENTEL GODOY, M. ELENA",184,EL PRAT DE LLOBREGAT 3,08169,EL PRAT DE LLOBREGAT,08820,CR,RIU EBRE,19
F08016770,"VILASECA GIL, OLGA",349,MOLLET DEL VALLÈS-2 OEST,08124,MOLLET DEL VALLÈS,08100,AV,JAUME I,87
F08016787,"CALDUCH PORTA, JOAN",209,SANT FELIU DE LLOBREGAT 1,08211,SANT FELIU DE LLOBREGAT,08980,CR,JAUME RIBAS,21
F08016794,"CARRE SANCHEZ-ALBORNOZ, M. CONCEPCIO",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,LEIVA,3
F08016804,"MAJORAL MUSTAROS, ASUNCION",156,MATARÓ 5,08121,MATARÓ,08303,CR,IRLANDA,37
F08016811,"BOIXEDA BATLLORI, MARIA CARME/PURSET BOIXEDA, M.BRUGUES",054,BARCELONA 7-D,08019,BARCELONA,08032,CR,BERNAT BRANSI,38
F08016829,"MONLLOR GONZALEZ, JOSE MARIA",202,SANT BOI DE LLOBREGAT 1,08200,SANT BOI DE LLOBREGAT,08830,CR,MONTMANY,29
F08016836,"BLADE VINAIXA, M PILAR",225,SANTA COLOMA DE GRAMENET 4,08245,SANTA COLOMA DE GRAMENET,08922,AV,GENERALITAT,76
F08016843,"HERRERO TORRES, IGNACIO",345,SABADELL 4-B,08187,SABADELL,08206,CR,JUVENAL,12
F08016850,"MARTIN MATEO, MA CONCEPCIO",055,BARCELONA 7-E,08019,BARCELONA,08035,CR,FASTENRATH,65
F08016868,"DOMINGUEZ HERMAN, SILVIA",064,BARCELONA 8-H,08019,BARCELONA,08033,AV,RASOS DE PEGUERA,70
F08016875,"SERRANO GIL, JOSE ANTONIO",043,BARCELONA 5-B,08019,BARCELONA,08021,CR,VICO,17
F08016882,"ALSEDÀ BACARDI, JORDI.",265,VILADECANS 1,08301,VILADECANS,08840,AV,GAVA,13
F08016917,"ROMERO ISLA, M LUISA",109,CORNELLÀ DE LLOBREGAT 2,08073,CORNELLÀ DE LLOBREGAT,08940,CR,MARFULL,1
F08016924,"MORER VILARO, JOSEP M/MORER FONT, MONICA",203,SANT BOI DE LLOBREGAT 2,08200,SANT BOI DE LLOBREGAT,08830,CR,PRESIDENT LLUÍS COMPANYS,S/N
F08016931,"RODAS LOPERENA, MARIA",290,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,08101,L'HOSPITALET DE LLOBREGAT,08903,CR,OCCIDENT,14
F08016949,"SERRA GUASCH, MAGDALENA",202,SANT BOI DE LLOBREGAT 1,08200,SANT BOI DE LLOBREGAT,08830,CR,LLUIS PASCUAL ROCA,45
F08016956,"MARSAL FABREGAS, M.MERCE",205,SANT BOI DE LLOBREGAT 4,08200,SANT BOI DE LLOBREGAT,08830,CR,TRES D'ABRIL,34
F08016963,"RIBA VILADROSA, CONCEPCIO",247,TERRASSA A,08279,TERRASSA,08222,CR,ESTANISLAU FIGUERES,92
F08016970,"PUGES CRISOL, M CARMEN",123,GAVÀ 2,08089,GAVÀ,08850,PS,JOAN MARAGALL,23
F08016988,"GRIERA FARRES, LIDIA",063,BARCELONA 8-G,08019,BARCELONA,08042,CR,NOU BARRIS,23
F08016995,"GAY BADIA, MONTSERRAT",,,08019,BARCELONA,08016,CR,VALLDEMOSSA,30
F08017004,"PUCHADES MUÑOZ, MARIA",284,GRANOLLERS 1 -OEST,08096,GRANOLLERS,08402,CT,CALDES,4
F08017011,"RIVAS DELGADO, JOSE LUIS",302,MONTCADA I REIXAC,08125,MONTCADA I REIXAC,08110,CR,DE LA CONCA,10
F08017029,"CUROS PUNTI, IMMACULADA",040,BARCELONA 4-B,08019,BARCELONA,08034,CR,DOCTOR FERRAN,7
F08017036,"SANCHEZ PRIEGO, JULIA",070,BARCELONA 9-F,08019,BARCELONA,08033,CR,TURO DE LA TRINITAT,107
F08017043,"MEDRANO TOURIS, MARIA EUGENIA",319,MONTGAT,08126,MONTGAT,08390,RB,DEL TURO,10
F08017050,"ASIN REIG, OLGA.",356,TERRASSA-G,08279,TERRASSA,08223,CR,COLOM,286
F08017068,"DEL VILLAR MATEO, FERNANDO.",071,BARCELONA 10-A,08019,BARCELONA,08005,CR,WELLINGTON,52
