"","codi_farmacia","nom_farmacia","codi_abs","nom_abs","codi_municipi","nom_municipi","codi_postal","tipus_via.x","nom_via","num_via","idequipament","alies","nom","categoria","tipus_via.y","via","sufix_via","num","cpostal","poblacio","comarca","telefon1","telefon2","fax","utmx","utmy","longitud","latitud","email","web","data_modificacio","propietats","localitzacio"
"410","F08016949","Serra Guasch, Magdalena",202,"SANT BOI DE LLOBREGAT 1",8200,"SANT BOI DE LLOBREGAT",8830,"CR","LLUIS PASCUAL ROCA","45",3623887,"Farmàcia Serra Guasch, Magdalena","Farmàcia Serra Guasch, Magdalena","Salut|Farmàcies||",""," CR LLUIS PASCUAL ROCA, 00045",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936615247,NA,NA,419496.461,4577422.978,2.037763031,41.344278655,NA,NA,"2020-03-18T07:57:00.000Z",NA,"POINT (2.037763 41.34428)"
"411","F08017043","Medrano Touris, Maria Eugenia",319,"MONTGAT",8126,"MONTGAT",8390,"RB","DEL TURO","10",3623897,"Farmàcia Medrano Touris, Maria Eugenia","Farmàcia Medrano Touris, Maria Eugenia","Salut|Farmàcies||",""," RB DEL TURO, 10",NA,NA,8390,"Montgat","Maresme",933890045,NA,NA,439949.041,4591066.123,2.280851848,41.468945171,NA,NA,"2020-03-18T07:56:08.000Z",NA,"POINT (2.2808518 41.468945)"
"412","F08017131","Vidal Alemany, Salvador",338,"PIERA",8161,"PIERA",8784,"CR","PIERETA","31",3623906,"Farmàcia Vidal Alemany, Salvador","Farmàcia Vidal Alemany, Salvador","Salut|Farmàcies||",""," CR PIERETA, 31",NA,NA,8784,"Piera","Anoia",937788360,NA,NA,395933.785,4597559.399,1.752714405,41.522916815,NA,NA,"2020-03-18T07:57:24.000Z",NA,"POINT (1.7527144 41.52292)"
"413","F08017149","Verdaguer Lorenzo, Alfred",238,"SANTA EUGÈNIA DE BERGA",8220,"SANT JULIÀ DE VILATORTA",8504,"CR","NURIA","11",3623907,"Farmàcia Verdaguer Lorenzo, Alfred","Farmàcia Verdaguer Lorenzo, Alfred","Salut|Farmàcies||",""," CR NÚRIA, 11",NA,NA,8504,"Sant Julià de Vilatorta","Osona",938887054,NA,NA,443956.299,4641465.264,2.324102014,41.923156152,NA,NA,"2020-03-18T07:57:17.000Z",NA,"POINT (2.324102 41.923157)"
"414","F08017220","Galindo Planas, Cristina",331,"BARCELONA 10-J",8019,"BARCELONA",8020,"CR","GRAN VIA CORTS CATALANES","1113",3623914,"Farmàcia Galindo Planas, Cristina","Farmàcia Galindo Planas, Cristina","Salut|Farmàcies||",""," GV CORTS CATALANES, 01113",NA,NA,8020,"Barcelona","Barcelonès",933136709,NA,NA,433577.267,4585439.052,2.205171278,41.417761643,NA,NA,"2020-03-18T07:56:41.000Z",NA,"POINT (2.2051713 41.417763)"
"415","F08017237","Burdeus Reverter, Cristina",108,"CORNELLÀ DE LLOBREGAT 1",8073,"CORNELLÀ DE LLOBREGAT",8940,"CT","D'ESPLUGUES","32",3623915,"Farmàcia Burdeus Reverter, Cristina","Farmàcia Burdeus Reverter, Cristina","Salut|Farmàcies||",""," CT ESPLUGUES, 32",NA,NA,8940,"Cornellà de Llobregat","Baix Llobregat",933773648,NA,NA,422466.243,4578836.815,2.073074867,41.357303675,NA,NA,"2020-03-18T07:57:06.000Z",NA,"POINT (2.0730748 41.357304)"
"416","F08017251","Herrera Guillen, Esther",183,"EL PRAT DE LLOBREGAT 2",8169,"EL PRAT DE LLOBREGAT",8820,"CR","URGELL","60-64",3623917,"Farmàcia Herrera Guillen, Esther","Farmàcia Herrera Guillen, Esther","Salut|Farmàcies||",""," CR URGELL, 60",NA,NA,8820,"Prat de Llobregat, el","Baix Llobregat",933794389,NA,NA,423669.94,4575202.957,2.087920237,41.324690119,NA,NA,"2020-03-18T07:57:02.000Z",NA,"POINT (2.0879202 41.32469)"
"417","F08017283","Estévez Gómez, Javier Alejandro",204,"SANT BOI DE LLOBREGAT 3",8200,"SANT BOI DE LLOBREGAT",8830,"CR","DOCTOR IGNASI BARRAQUER","8",3623919,"Farmàcia Estévez Gómez, Javier Alejandro","Farmàcia Estévez Gómez, Javier Alejandro","Salut|Farmàcies||",""," CR DOCTOR IGNASI BARRAQUER, 8",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936614666,NA,NA,419677.203,4576316.006,2.04006951,41.334326819,NA,NA,"2020-03-18T07:57:01.000Z",NA,"POINT (2.0400696 41.334328)"
"418","F08017364","Campabadal Monfà, Gemma",115,"ESPARRAGUERA",8076,"ESPARREGUERA",8292,"CM","RAL","12",3623984,"Farmàcia Campabadal Monfà, Gemma","Farmàcia Campabadal Monfà, Gemma","Salut|Farmàcies||",""," CR DEL CAMÍ RAL, 12",NA,NA,8292,"Esparreguera","Baix Llobregat",937772236,NA,NA,405770.498,4598731.076,1.870405617,41.534686701,NA,NA,"2020-03-18T07:57:05.000Z",NA,"POINT (1.8704057 41.534687)"
"419","F08017371","Orobitg Morin, Daniel",202,"SANT BOI DE LLOBREGAT 1",8200,"SANT BOI DE LLOBREGAT",8830,"CR","EUSEBI GUELL","114",3623985,"Farmàcia Orobitg Morin, Daniel","Farmàcia Orobitg Morin, Daniel","Salut|Farmàcies||",""," CR EUSEBI GÜELL, 00114",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936615948,NA,NA,418778.555,4577732.782,2.029141822,41.346996819,NA,NA,"2020-03-18T07:57:00.000Z",NA,"POINT (2.029142 41.346996)"
"420","F08017389","Alvarez Sierra, Teodoro",105,"CERDANYOLA DEL VALLÈS 2",8266,"CERDANYOLA DEL VALLÈS",8290,"AV","PRIMAVERA","11",3623986,"Farmàcia Alvarez Sierra, Teodoro","Farmàcia Alvarez Sierra, Teodoro","Salut|Farmàcies||",""," CR REIS, 2",NA,NA,8290,"Cerdanyola del Vallès","Vallès Occidental",936926721,NA,NA,428564.086,4593668.425,2.144214958,41.491449623,NA,NA,"2020-03-18T07:55:57.000Z",NA,"POINT (2.1442149 41.49145)"
"421","F08017438","Roca Serra, Manuel",40,"BARCELONA 4-B",8019,"BARCELONA",8028,"TS","DE LES CORTS","190",3623989,"Farmàcia Roca Serra, Manuel","Farmàcia Roca Serra, Manuel","Salut|Farmàcies||",""," CR TRAVESSERA DE LES CORTS, 190",NA,NA,8028,"Barcelona","Barcelonès",933307066,NA,NA,427180.066,4581622.412,2.129088186,41.382832551,NA,NA,"2020-03-18T07:56:31.000Z",NA,"POINT (2.1290882 41.38283)"
"422","F08017526","Antoja Xirau, M. Dolors",207,"SANT CELONI",8207,"SANT ESTEVE DE PALAUTORDERA",8461,"CT","DEL MONTSENY","25",3623997,"Farmàcia Antoja Xirau, M. Dolors","Farmàcia Antoja Xirau, M. Dolors","Salut|Farmàcies||",""," CR DEL MONTSENY, 25",NA,NA,8461,"Sant Esteve de Palautordera","Vallès Oriental",938480458,NA,NA,453033.222,4616992.244,2.435504535,41.703331549,NA,NA,"2020-03-18T07:55:46.000Z",NA,"POINT (2.4355044 41.70333)"
"423","F08017580","Codina Bartis, Mireia",383,"BARCELONA 3-H",8019,"BARCELONA",8004,"CR","TRAJA","20",3624002,"Farmàcia Codina Bartis, Mireia","Farmàcia Codina Bartis, Mireia","Salut|Farmàcies||",""," CR TRAJÀ, 00020",NA,NA,8004,"Barcelona","Barcelonès",933321915,NA,NA,428277.625,4579968.504,2.142409045,41.368034994,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.142409 41.368034)"
"424","F08017614","Llados Tirado, Joan Ramon",366,"CASTELLDEFELS-2",8056,"CASTELLDEFELS",8860,"AV","CONSTITUCIO","378",3624005,"Farmàcia Llados Tirado, Joan Ramon","Farmàcia Llados Tirado, Joan Ramon","Salut|Farmàcies||",""," AV CONSTITUCIÓ, 378",NA,NA,8860,"Castelldefels","Baix Llobregat",936650083,NA,NA,412274.327,4568947.98,1.952674278,41.267196666,NA,NA,"2020-03-18T07:57:06.000Z",NA,"POINT (1.9526743 41.267197)"
"425","F08017639","Massana Closa, Roser",269,"VILANOVA DEL CAMÍ",8302,"VILANOVA DEL CAMÍ",8788,"CR","MAJOR","95 BIS",3624007,"Farmàcia Massana Closa, Roser","Farmàcia Massana Closa, Roser","Salut|Farmàcies||",""," CR MAJOR, 95",NA,NA,8788,"Vilanova del Camí","Anoia",938034667,NA,NA,386503.391,4603093.262,1.638670704,41.571467095,NA,NA,"2020-03-18T07:57:23.000Z",NA,"POINT (1.6386707 41.57147)"
"426","F08017685","Santos Marcos, Cristina",22,"BARCELONA 2-B",8019,"BARCELONA",8015,"AV","ROMA","18",3624012,"Farmàcia Santos Marcos, Cristina","Farmàcia Santos Marcos, Cristina","Salut|Farmàcies||",""," AV ROMA, 00018",NA,NA,8015,"Barcelona","Barcelonès",932231978,NA,NA,428494.999,4581400.486,2.144839005,41.380951694,NA,NA,"2020-03-18T07:56:29.000Z",NA,"POINT (2.144839 41.38095)"
"427","F08017773","Viu Corominas, Maria",82,"BERGA",8011,"AVIÀ",8610,"AV","PAU CASAL","34",3624021,"Farmàcia Viu Corominas, Maria","Farmàcia Viu Corominas, Maria","Salut|Farmàcies||",""," AV  PAU CASAL, 34",NA,NA,8610,"Avià","Berguedà",938230300,NA,NA,402537.678,4659055.388,1.821746647,42.077524836,NA,NA,"2020-03-18T07:57:20.000Z",NA,"POINT (1.8217466 42.077526)"
"428","F08017893","Baladron Acero, Maria",36,"BARCELONA 3-E",8019,"BARCELONA",8014,"CR","CICERO","12",3624033,"Farmàcia Baladron Acero, Maria","Farmàcia Baladron Acero, Maria","Salut|Farmàcies||",""," CR CICERO, 00012",NA,NA,8014,"Barcelona","Barcelonès",934314570,NA,NA,427936.632,4580893.298,2.138222269,41.37633382,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.1382222 41.376335)"
"429","F08017935","Plana Mendo, Joan Josep",77,"BARCELONA 10-G",8019,"BARCELONA",8018,"CR","LOPE DE VEGA","282",3624093,"Farmàcia Plana Mendo, Joan Josep","Farmàcia Plana Mendo, Joan Josep","Salut|Farmàcies||",""," CR LOPE DE VEGA, 00282",NA,NA,8018,"Barcelona","Barcelonès",933083958,NA,NA,432580.589,4584841.245,2.193312561,41.41229437,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.1933126 41.412292)"
"430","F08017942","Aliberch Roca, Xavier",350,"VIC-1 NORD",8298,"VIC",8500,"RD","CAMPRODON","36",3624094,"Farmàcia Aliberch Roca, Xavier","Farmàcia Aliberch Roca, Xavier","Salut|Farmàcies||",""," RD DE FRANCESC CAMPRODÓN, 36",NA,NA,8500,"Vic","Osona",938861248,NA,NA,437974.487,4642693.662,2.251836585,41.93377183,NA,NA,"2020-03-18T07:57:16.000Z",NA,"POINT (2.2518365 41.933773)"
"431","F08017950","Montserrat Olivella, Antoni",309,"RUBÍ 1",8184,"RUBÍ",8191,"CR","SANT JORDI","25",3624095,"Farmàcia Montserrat Olivella, Antoni","Farmàcia Montserrat Olivella, Antoni","Salut|Farmàcies||",""," CR SANT JORDI, 25",NA,NA,8191,"Rubí","Vallès Occidental",936990291,NA,NA,419378.11,4594249.672,2.034105583,41.49581308,NA,NA,"2020-03-18T07:56:04.000Z",NA,"POINT (2.0341055 41.49581)"
"432","F08017967","Monells Pages, Guiomar",NA,"",8019,"BARCELONA",8016,"CR","PINTOR ALSAMORA","21",3624096,"Farmàcia Monells Pages, Guiomar","Farmàcia Monells Pages, Guiomar","Salut|Farmàcies||",""," CR PINTOR ALSAMORA, 2",NA,NA,8016,"Barcelona","Barcelonès",933504299,NA,NA,431694.203,4587306.455,2.182429335,41.43442283,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.1824293 41.43442)"
"433","F08018054","Torrents Pont, Jaume",104,"CERDANYOLA DEL VALLÈS 1",8266,"CERDANYOLA DEL VALLÈS",8290,"CR","DIAGONAL","34",3624105,"Farmàcia Torrents Pont, Jaume","Farmàcia Torrents Pont, Jaume","Salut|Farmàcies||",""," CR DIAGONAL, 34",NA,NA,8290,"Cerdanyola del Vallès","Vallès Occidental",935803904,NA,NA,427612.198,4593985.647,2.132774709,41.494221261,NA,NA,"2020-03-18T07:55:57.000Z",NA,"POINT (2.1327746 41.49422)"
"434","F08018103","Taoudi Benkirane, Anasse",65,"BARCELONA 9-A",8019,"BARCELONA",8027,"CR","BERENGUER DE PALOU","37",3624110,"Farmàcia Taoudi Benkirane, Anasse","Farmàcia Taoudi Benkirane, Anasse","Salut|Farmàcies||",""," CR BERENGUER DE PALOU, 00037",NA,NA,8027,"Barcelona","Barcelonès",933492928,NA,NA,432453.933,4586123.46,2.191654048,41.423832242,NA,NA,"2020-03-18T07:56:27.000Z",NA,"POINT (2.191654 41.423832)"
"435","F08018110","Escoda Escoda, Mercedes",36,"BARCELONA 3-E",8019,"BARCELONA",8028,"CR","MIQUEL ANGEL","113",3624111,"Farmàcia Escoda Escoda, Mercedes","Farmàcia Escoda Escoda, Mercedes","Salut|Farmàcies||",""," CR MIQUEL ANGEL, 00113",NA,NA,8028,"Barcelona","Barcelonès",933300399,NA,NA,427143.824,4580932.853,2.128737682,41.376618689,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1287377 41.376617)"
"436","F08018223","Puga Gasull, Berta",74,"BARCELONA 10-D",8019,"BARCELONA",8019,"CR","SANT RAMON DE PENYAFORT","3",3624121,"Farmàcia Puga Gasull, Berta","Farmàcia Puga Gasull, Berta","Salut|Farmàcies||",""," CR SANT RAIMON DE PENYAFORT, 03",NA,NA,8019,"Barcelona","Barcelonès",933580900,NA,NA,434848.676,4584977.574,2.220433561,41.413709313,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.2204335 41.413708)"
"437","F08018270","Ferragut Ventura, Antonio",205,"SANT BOI DE LLOBREGAT 4",8200,"SANT BOI DE LLOBREGAT",8830,"CR","CERDANYA","22",3624126,"Farmàcia Ferragut Ventura, Antonio","Farmàcia Ferragut Ventura, Antonio","Salut|Farmàcies||",""," CR CERDANYA, 00022",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936617649,NA,NA,419950.541,4577273.483,2.0432095,41.342977482,NA,NA,"2020-03-18T07:57:01.000Z",NA,"POINT (2.0432096 41.342976)"
"438","F08018329","Soriano Santigosa, Roser",222,"SANTA COLOMA DE GRAMENET 1",8245,"SANTA COLOMA DE GRAMENET",8921,"CR","AMERICA","2",3624130,"Farmàcia Soriano Santigosa, Roser","Farmàcia Soriano Santigosa, Roser","Salut|Farmàcies||",""," CR AMERICA, 00002",NA,NA,8921,"Santa Coloma de Gramenet","Barcelonès",933912952,NA,NA,433919.047,4589636.366,2.208801726,41.455593747,NA,NA,"2020-03-18T07:56:13.000Z",NA,"POINT (2.2088017 41.455593)"
"439","F08018382","Puig Domingo, Maria",23,"BARCELONA 2-C",8019,"BARCELONA",8029,"CR","CORSEGA","78-80",3624136,"Farmàcia Puig Domingo, Maria","Farmàcia Puig Domingo, Maria","Salut|Farmàcies||",""," CR CORSEGA, 00074",NA,NA,8029,"Barcelona","Barcelonès",934396866,NA,NA,428475.052,4581875.696,2.144544388,41.385229961,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.1445444 41.38523)"
"440","F08018470","Molina Romero, Josefa",331,"BARCELONA 10-J",8019,"BARCELONA",8020,"CR","MARESMA","218",3624145,"Farmàcia Molina Romero, Josefa","Farmàcia Molina Romero, Josefa","Salut|Farmàcies||",""," CR MARESME, 00218",NA,NA,8020,"Barcelona","Barcelonès",933132027,NA,NA,433627.32,4585686.702,2.205742989,41.419996292,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.205743 41.42)"
"441","F08018551","Rotllan Pare, Margarida",266,"VILADECANS 2",8301,"VILADECANS",8840,"CR","PRAT DE LA RIBA","66",3624262,"Farmàcia Rotllan Pare, Margarida","Farmàcia Rotllan Pare, Margarida","Salut|Farmàcies||",""," CR ENRIC PRAT DE LA RIBA, 66",NA,NA,8840,"Viladecans","Baix Llobregat",936581184,NA,NA,417945.808,4574288.735,2.020807422,41.315893973,NA,NA,"2020-03-18T07:56:57.000Z",NA,"POINT (2.0208075 41.315895)"
"442","F08018625","Coll Casulleras, Clara",164,"MONTORNÈS / MONTMELÓ",8135,"MONTMELÓ",8160,"CR","DIPUTACIO","17",3624269,"Farmàcia Coll Casulleras, Clara","Farmàcia Coll Casulleras, Clara","Salut|Farmàcies||",""," CR DE LA DIPUTACIO, 17",NA,NA,8160,"Montmeló","Vallès Oriental",935681718,NA,NA,437170.886,4600272.83,2.246623593,41.551654043,NA,NA,"2020-03-18T07:55:48.000Z",NA,"POINT (2.2466235 41.551655)"
"443","F08018657","Martín Blanes, Mireia",396,"BARCELONA 9-I",8019,"BARCELONA",8030,"CR","GRAN DE SANT ANDREU","505",3624272,"Farmàcia Martín Blanes, Mireia","Farmàcia Martín Blanes, Mireia","Salut|Farmàcies||",""," CR GRAN DE SANT ANDREU, 00505",NA,NA,8030,"Barcelona","Barcelonès",933458544,NA,NA,432192.264,4588314.918,2.188277006,41.443547904,NA,NA,"2020-03-18T07:56:37.000Z",NA,"POINT (2.188277 41.443546)"
"444","F08018720","Subias Solanas, Laura",71,"BARCELONA 10-A",8019,"BARCELONA",8018,"CR","WELLINGTON","27",3624278,"Farmàcia Subias Solanas, Laura","Farmàcia Subias Solanas, Laura","Salut|Farmàcies||",""," CR WELLINGTON, 00027",NA,NA,8018,"Barcelona","Barcelonès",933001427,NA,NA,431867.336,4582672.393,2.18502328,41.392700035,NA,NA,"2020-03-18T07:56:28.000Z",NA,"POINT (2.1850233 41.3927)"
"445","F08018752","Fonolla Cuixart, Pere Josep",360,"MARTORELL RURAL",8222,"SANT LLORENÇ D'HORTONS",8791,"CR","SANTA FILOMENA","34",3624281,"Farmàcia Fonolla Cuixart, Pere Josep","Farmàcia Fonolla Cuixart, Pere Josep","Salut|Farmàcies||",""," CR SANTA FILOMENA, 34",NA,NA,8791,"Sant Llorenç d'Hortons","Alt Penedès",937716080,NA,NA,401808.702,4591149.791,1.824158031,41.46593677,NA,NA,"2020-03-18T07:57:08.000Z",NA,"POINT (1.8241581 41.46594)"
"446","F08018833","Alert Badia, Montserrat",115,"ESPARRAGUERA",8076,"ESPARREGUERA",8292,"PL","SANT MAGI","14",3624287,"Farmàcia Alert Badia, Montserrat","Farmàcia Alert Badia, Montserrat","Salut|Farmàcies||",""," PL S.MAGI, 14",NA,NA,8292,"Esparreguera","Baix Llobregat",937771435,NA,NA,405392.048,4599641.735,1.865726415,41.542843105,NA,NA,"2020-03-18T07:57:05.000Z",NA,"POINT (1.8657265 41.542843)"
"447","F08018840","Badia Soler, Josep",82,"BERGA",8022,"BERGA",8600,"PS","INDUSTRIA","23",3624288,"Farmàcia Badia Soler, Josep","Farmàcia Badia Soler, Josep","Salut|Farmàcies||",""," PS  INDUSTRIA, 25",NA,NA,8600,"Berga","Berguedà",938211950,NA,NA,405311.116,4662032.057,1.854786951,42.104668228,NA,NA,"2020-03-18T07:57:20.000Z",NA,"POINT (1.854787 42.104668)"
"448","F08018858","Satorres Lapeña, Manuel",348,"MOLLET DEL VALLÈS-EST",8124,"MOLLET DEL VALLÈS",8100,"AV","LLIBERTAT","36-38",3624289,"Farmàcia Satorres Lapeña, Manuel","Farmàcia Satorres Lapeña, Manuel","Salut|Farmàcies||",""," AV LLIBERTAT, 36-38, portal 1",NA,NA,8100,"Mollet del Vallès","Vallès Oriental",935702518,NA,NA,434102.601,4598281.635,2.210053731,41.53347337,NA,NA,"2020-03-18T07:55:48.000Z",NA,"POINT (2.2100537 41.533474)"
"449","F08018872","Balasch Iborra, Montserrat",251,"TERRASSA E",8279,"TERRASSA",8225,"AV","JOSEP TARRADELLAS","56",3624291,"Farmàcia Balasch Iborra, Montserrat","Farmàcia Balasch Iborra, Montserrat","Salut|Farmàcies||",""," CR PEDRELL, 4",NA,NA,8225,"Terrassa","Vallès Occidental",937886603,NA,NA,416881.493,4602755.34,2.003023363,41.572160378,NA,NA,"2020-03-18T07:55:55.000Z",NA,"POINT (2.0030234 41.57216)"
"450","F08018880","Gimenez Chancho, Yolanda",47,"BARCELONA 6-A",8019,"BARCELONA",8025,"CR","ROMANS","1",3624292,"Farmàcia Gimenez Chancho, Yolanda","Farmàcia Gimenez Chancho, Yolanda","Salut|Farmàcies||",""," CR ROMANS, 00001",NA,NA,8025,"Barcelona","Barcelonès",932138896,NA,NA,430128.329,4584286.46,2.164037759,41.407088179,NA,NA,"2020-03-18T07:56:40.000Z",NA,"POINT (2.1640377 41.40709)"
"451","F08018921","Vila Bragado, Pau",205,"SANT BOI DE LLOBREGAT 4",8200,"SANT BOI DE LLOBREGAT",8830,"CR","BALDIRI DEU I PRIU","21",3624447,"Farmàcia Vila Bragado, Pau","Farmàcia Vila Bragado, Pau","Salut|Farmàcies||",""," CR BALDIRI DEU I PRIU, 00021",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936614199,NA,NA,420104.012,4577144.892,2.045060544,41.341834574,NA,NA,"2020-03-18T07:57:00.000Z",NA,"POINT (2.0450606 41.341835)"
"452","F08018978","Morató Abad, Sara",341,"BADALONA 7A",8015,"BADALONA",8913,"RD","SANT ANTONI LLEFIA","95-99",3624396,"Farmàcia Morató Abad, Sara","Farmàcia Morató Abad, Sara","Salut|Farmàcies||",""," RD SANT ANTONI DE LLEFIA, 00094",NA,NA,8913,"Badalona","Barcelonès",933883808,NA,NA,434668.014,4588028.278,2.217942389,41.441171513,NA,NA,"2020-03-18T07:56:54.000Z",NA,"POINT (2.2179425 41.44117)"
"453","F08018985","Herrero Oliver, M. Consol",NA,"",8019,"BARCELONA",8016,"AV","MERIDIANA","479",3624397,"Farmàcia Herrero Oliver, M. Consol","Farmàcia Herrero Oliver, M. Consol","Salut|Farmàcies||",""," AV MERIDIANA, 00479",NA,NA,8016,"Barcelona","Barcelonès",933507966,NA,NA,431915.444,4587960.234,2.185003499,41.440329964,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1850035 41.44033)"
"454","F08018992","Serrano Beseran, Montserrat",225,"SANTA COLOMA DE GRAMENET 4",8245,"SANTA COLOMA DE GRAMENET",8922,"AV","SANTA COLOMA","95",3624398,"Farmàcia Serrano Beseran, Montserrat","Farmàcia Serrano Beseran, Montserrat","Salut|Farmàcies||",""," AV SANTA COLOMA, 95",NA,NA,8922,"Santa Coloma de Gramenet","Barcelonès",933860201,NA,NA,433942.098,4588514.13,2.209200452,41.445488033,NA,NA,"2020-03-18T07:56:13.000Z",NA,"POINT (2.2092004 41.445488)"
"455","F08019019","Bañeres Merinero, Francesc",205,"SANT BOI DE LLOBREGAT 4",8200,"SANT BOI DE LLOBREGAT",8830,"CR","INDUSTRIA","26",3624400,"Farmàcia Bañeres Merinero, Francesc","Farmàcia Bañeres Merinero, Francesc","Salut|Farmàcies||",""," CR INDUSTRIA, 00026",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936613040,NA,NA,420044.805,4576951.65,2.044378425,41.340088276,NA,NA,"2020-03-18T07:57:01.000Z",NA,"POINT (2.0443785 41.340088)"
"456","F08019026","Macian Pradas, Montserrat",35,"BARCELONA 3-D",8019,"BARCELONA",8014,"CR","QUETZAL","31",3624401,"Farmàcia Macian Pradas, Montserrat","Farmàcia Macian Pradas, Montserrat","Salut|Farmàcies||",""," CR PARCERISSES, 00017",NA,NA,8014,"Barcelona","Barcelonès",933312727,NA,NA,427633.098,4579978.63,2.134702007,41.368068507,NA,NA,"2020-03-18T07:56:37.000Z",NA,"POINT (2.134702 41.36807)"
"457","F08019033","Torras Cabo, Pol",252,"TERRASSA F",8279,"TERRASSA",8226,"AV","JAUME I","354",3624402,"Farmàcia Torras Cabo, Pol","Farmàcia Torras Cabo, Pol","Salut|Farmàcies||",""," AV JAUME I, 354",NA,NA,8226,"Terrassa","Vallès Occidental",937356072,NA,NA,418103.406,4603058.522,2.01763631,41.575016979,NA,NA,"2020-03-18T07:55:54.000Z",NA,"POINT (2.0176363 41.575016)"
"458","F08019107","Delesie, Natalie",36,"BARCELONA 3-E",8019,"BARCELONA",8028,"CR","ANTONI DE CAMPMANY","31",3624409,"Farmàcia Delesie, Natalie","Farmàcia Delesie, Natalie","Salut|Farmàcies||",""," CR ANTONI DE CAPMANY, 00031",NA,NA,8028,"Barcelona","Barcelonès",934229164,NA,NA,427369.019,4580370.777,2.131497758,41.371576648,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1314979 41.37158)"
"459","F08019160","Cases Nabau, Elisabeth",183,"EL PRAT DE LLOBREGAT 2",8169,"EL PRAT DE LLOBREGAT",8820,"CR","GIRONA","74-76",3624415,"Farmàcia Cases Nabau, Elisabeth","Farmàcia Cases Nabau, Elisabeth","Salut|Farmàcies||",""," CR GIRONA, 74",NA,NA,8820,"Prat de Llobregat, el","Baix Llobregat",933795526,NA,NA,424375.773,4574859.236,2.0963961,41.321660873,NA,NA,"2020-03-18T07:57:02.000Z",NA,"POINT (2.0963962 41.32166)"
"460","F08019273","Huelamo Mora, Maria Rosa",62,"BARCELONA 8-F",8019,"BARCELONA",8042,"RD","GUINEUETA VELLA","14",3624425,"Farmàcia Huelamo Mora, Maria Rosa","Farmàcia Huelamo Mora, Maria Rosa","Salut|Farmàcies||",""," RD GUINEUETA VELLA, 14 BL",NA,NA,8042,"Barcelona","Barcelonès",934273245,NA,NA,430025.83,4588184.698,2.162360444,41.442189167,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1623604 41.44219)"
"461","F08019280","Salcedo Pujantell, Ana",41,"BARCELONA 4-C",8019,"BARCELONA",8028,"CR","ARISTIDES MAILLOL","9",3624426,"Farmàcia Salcedo Pujantell, Ana","Farmàcia Salcedo Pujantell, Ana","Salut|Farmàcies||",""," CR ARÍSTIDES MAILLOL, 9",NA,NA,8028,"Barcelona","Barcelonès",933335142,NA,NA,426417.549,4581175.613,2.120023906,41.378739045,NA,NA,"2020-03-18T07:56:30.000Z",NA,"POINT (2.120024 41.37874)"
"462","F08019386","Ferrer Cabeceran, Carmen",322,"CIUTAT BADIA",8904,"BADIA DEL VALLÈS",8214,"AV","BURGOS","4",3624435,"Farmàcia Ferrer Cabeceran, Carmen","Farmàcia Ferrer Cabeceran, Carmen","Salut|Farmàcies||",""," AV BURGOS, 00004",NA,NA,8214,"Badia del Vallès","Vallès Occidental",937181020,NA,NA,426341.979,4595423.192,2.117383084,41.507052602,NA,NA,"2020-03-18T07:55:53.000Z",NA,"POINT (2.117383 41.507053)"
"463","F08019428","Martin Miralles, Nuria Esther",43,"BARCELONA 5-B",8019,"BARCELONA",8006,"CR","PUIG-REIG","10",3624437,"Farmàcia Martin Miralles, Nuria Esther","Farmàcia Martin Miralles, Nuria Esther","Salut|Farmàcies||",""," CR PUIG-REIG, 00008",NA,NA,8006,"Barcelona","Barcelonès",932125870,NA,NA,428374.109,4584049.154,2.143080134,41.404796468,NA,NA,"2020-03-18T07:56:37.000Z",NA,"POINT (2.1430802 41.404797)"
"464","F08019481","Dalmau Civit, Susanna",286,"GRANOLLERS 3 - CENTRE EST",8096,"GRANOLLERS",8402,"AV","SANT ESTEVE","23",3624442,"Farmàcia Dalmau Civit, Susanna","Farmàcia Dalmau Civit, Susanna","Salut|Farmàcies||",""," AV SANT ESTEVE, 23",NA,NA,8400,"Granollers","Vallès Oriental",938708106,NA,NA,440879.417,4606061.482,2.290518381,41.604073078,NA,NA,"2020-03-18T07:55:51.000Z",NA,"POINT (2.2905183 41.604073)"
